Region,Gender,SubscriptionType,InternetUsageType,CustomerSupportCalls,ContractType,MonthlyCharges,TotalCharges,CallMinutesPerMonth,InternetGBPerMonth,NumberOfSMSPerMonth,TenureMonths,Age
East,Other,Postpaid,Light,Medium,Yearly,65.93,829.6,487.9,50.14,122.0,26,45
North-East,Other,Prepaid,Light,High,Monthly,61.22,1052.42,563.72,24.38,84.0,2,59
North-East,Other,Postpaid,Light,Medium,Quarterly,59.5,840.91,379.43,28.35,91.0,56,48
North-East,Female,Postpaid,Moderate,Medium,Monthly,45.01,1226.38,622.45,25.92,143.0,40,64
North-East,Male,Prepaid,Moderate,Medium,Monthly,55.52,1355.55,613.61,32.62,74.0,66,66
North,Female,Postpaid,Heavy,Medium,Quarterly,68.25,1375.84,403.9,29.52,82.0,35,49
West,Female,Prepaid,Moderate,Low,Quarterly,50.53,1019.21,601.05,40.33,86.0,56,75
Central,Female,Postpaid,Moderate,Medium,Yearly,53.25,1020.28,407.26,14.81,108.0,33,38
North-East,Other,Postpaid,Heavy,Low,Quarterly,47.11,626.54,418.39,38.58,99.0,37,22
North,Female,Postpaid,Heavy,Medium,Quarterly,62.19,1123.96,542.66,23.09,112.0,6,56
West,Female,Prepaid,Heavy,Low,Yearly,39.87,1180.52,646.91,17.62,106.0,71,38
South,Other,Prepaid,Light,Medium,Quarterly,42.04,1277.27,448.69,31.93,91.0,68,47
North-East,Other,Postpaid,Heavy,High,Monthly,42.37,1012.74,414.64,30.59,176.0,57,24
East,Male,Prepaid,Heavy,Low,Yearly,78.74,1023.76,553.03,24.4,123.0,34,79
South,Other,Postpaid,Moderate,Low,Quarterly,52.02,1639.54,668.76,16.55,61.0,40,59
South,Other,Prepaid,Heavy,Medium,Yearly,52.72,619.08,609.04,13.13,76.0,17,69
North-East,Female,Postpaid,Light,Medium,Monthly,57.77,920.02,449.76,20.17,98.0,42,67
East,Male,Postpaid,Light,High,Quarterly,43.07,1214.97,426.51,24.31,97.0,31,31
North,Other,Postpaid,Heavy,Low,Quarterly,64.23,649.86,538.52,21.68,69.0,12,67
East,Male,Postpaid,Heavy,Low,Quarterly,28.82,487.37,533.26,35.26,125.0,42,32
West,Female,Prepaid,Heavy,Medium,Yearly,47.11,548.64,417.67,25.79,94.0,45,61
South,Male,Postpaid,Heavy,Low,Quarterly,69.47,835.63,484.32,46.46,111.0,4,73
North-East,Other,Postpaid,Light,High,Monthly,44.14,1344.49,529.83,27.94,118.0,66,29
East,Other,Postpaid,Moderate,Medium,Quarterly,47.93,654.24,468.04,43.6,117.0,7,64
Central,Female,Postpaid,Moderate,Medium,Yearly,48.73,1527.54,538.25,23.46,91.0,4,26
East,Male,Postpaid,Heavy,Low,Yearly,32.9,463.63,353.78,34.88,73.0,64,36
East,Female,Postpaid,Moderate,High,Quarterly,66.89,1174.92,617.61,22.12,201.0,6,52
West,Male,Postpaid,Moderate,Medium,Quarterly,41.1,1804.85,690.08,33.51,100.0,28,18
North-East,Other,Prepaid,Light,Low,Monthly,26.18,589.0,531.47,35.13,114.0,53,28
South,Other,Prepaid,Heavy,Medium,Monthly,31.49,1609.91,559.21,43.25,72.0,29,77
West,Other,Postpaid,Light,Low,Yearly,60.11,917.45,516.85,55.98,136.0,17,61
West,Male,Postpaid,Heavy,High,Quarterly,61.69,729.48,426.18,22.74,103.0,26,21
Central,Male,Postpaid,Moderate,Medium,Quarterly,56.16,1364.51,631.94,30.0,99.0,42,33
West,Female,Postpaid,Heavy,High,Monthly,69.01,1396.78,400.08,33.71,99.0,25,26
North-East,Other,Postpaid,Heavy,Medium,Quarterly,49.99,926.73,601.42,32.88,129.0,35,74
West,Male,Postpaid,Moderate,High,Yearly,51.99,1098.13,277.37,35.09,128.0,15,60
Central,Female,Postpaid,Heavy,Medium,Monthly,21.06,954.8,611.68,29.99,108.0,52,22
North,Female,Prepaid,Moderate,Low,Quarterly,28.06,907.58,462.17,16.46,52.0,58,36
West,Other,Prepaid,Heavy,High,Yearly,54.52,870.83,420.94,19.05,130.0,15,38
East,Male,Postpaid,Moderate,Medium,Monthly,62.08,819.91,458.07,38.96,86.0,12,74
West,Other,Postpaid,Heavy,Medium,Quarterly,49.82,706.59,611.85,21.63,119.0,42,50
South,Male,Postpaid,Heavy,High,Yearly,42.49,907.12,487.03,32.8,95.0,32,30
East,Other,Prepaid,Light,High,Quarterly,48.32,964.47,559.27,13.59,123.0,29,72
East,Female,Prepaid,Heavy,High,Yearly,27.8,1612.4,632.3,49.66,40.0,1,79
North,Male,Prepaid,Light,Medium,Yearly,64.1,752.2,509.71,27.41,13.0,61,62
South,Male,Postpaid,Heavy,Low,Yearly,37.12,760.74,641.66,29.27,150.0,41,45
South,Male,Prepaid,Heavy,Low,Yearly,56.65,611.55,514.03,28.37,90.0,48,39
South,Female,Prepaid,Light,Medium,Quarterly,55.66,1078.51,585.32,36.36,76.0,58,32
West,Female,Prepaid,Light,Low,Monthly,61.56,540.62,549.47,11.87,89.0,32,63
West,Other,Postpaid,Light,Medium,Quarterly,27.97,525.96,421.78,21.01,124.0,19,33
East,Female,Prepaid,Heavy,Medium,Yearly,46.83,1080.83,534.32,27.66,80.0,66,66
North,Female,Postpaid,Moderate,High,Quarterly,68.51,1146.61,560.67,36.87,121.0,68,55
West,Other,Postpaid,Moderate,High,Yearly,46.6,1166.17,498.3,26.18,98.0,48,40
North-East,Female,Postpaid,Moderate,High,Monthly,24.75,540.47,409.52,23.98,91.0,23,29
North-East,Other,Postpaid,Heavy,High,Yearly,76.11,514.76,438.85,39.8,110.0,29,55
West,Female,Postpaid,Light,Medium,Monthly,48.8,1620.3,506.04,22.82,65.0,17,20
North,Female,Postpaid,Heavy,High,Monthly,34.27,879.75,404.14,22.19,109.0,62,68
South,Male,Postpaid,Heavy,High,Quarterly,28.5,969.02,391.42,24.28,131.0,50,19
East,Male,Postpaid,Moderate,Medium,Monthly,55.86,1211.04,597.17,32.9,73.0,25,69
West,Male,Postpaid,Moderate,Medium,Monthly,46.44,1029.92,581.84,41.61,45.0,32,72
North,Female,Prepaid,Light,Medium,Yearly,28.11,736.08,580.3,25.89,80.0,24,69
North,Male,Prepaid,Heavy,Low,Monthly,53.31,1172.82,604.65,13.9,59.0,61,79
South,Other,Prepaid,Moderate,Low,Monthly,44.72,397.06,624.23,16.19,137.0,34,62
Central,Male,Prepaid,Moderate,Medium,Quarterly,45.61,888.72,464.64,13.22,135.0,54,79
Central,Other,Prepaid,Light,Medium,Yearly,75.82,1585.71,405.73,32.5,157.0,8,22
Central,Other,Postpaid,Heavy,Low,Monthly,48.09,858.73,558.95,40.05,160.0,61,45
Central,Other,Postpaid,Light,High,Monthly,74.34,452.92,468.38,37.64,103.0,71,70
West,Other,Prepaid,Heavy,Medium,Yearly,62.37,1187.24,624.03,29.79,93.0,69,51
North-East,Female,Prepaid,Moderate,High,Quarterly,46.51,1024.48,555.55,26.82,135.0,48,20
North-East,Other,Postpaid,Heavy,High,Quarterly,49.33,533.01,509.25,46.71,137.0,53,61
North,Other,Prepaid,Light,Low,Yearly,51.42,1284.45,573.47,37.97,84.0,28,30
North-East,Male,Postpaid,Moderate,High,Yearly,61.58,960.07,421.79,29.91,156.0,62,23
North-East,Male,Prepaid,Moderate,Medium,Quarterly,24.37,1181.46,438.39,26.82,165.0,19,28
East,Other,Prepaid,Heavy,Low,Monthly,40.35,853.28,582.16,53.46,120.0,71,74
North-East,Female,Prepaid,Heavy,High,Quarterly,56.44,864.67,549.98,44.23,136.0,10,23
North-East,Female,Postpaid,Heavy,Low,Quarterly,56.52,919.75,658.44,18.59,67.0,45,27
North-East,Male,Prepaid,Moderate,Low,Quarterly,39.05,1175.89,483.77,20.36,67.0,43,37
West,Male,Prepaid,Heavy,Low,Yearly,47.46,667.83,396.39,31.67,87.0,69,78
Central,Male,Prepaid,Light,High,Yearly,55.25,559.85,451.19,22.23,107.0,16,22
East,Male,Prepaid,Moderate,Low,Quarterly,87.94,1237.38,603.96,41.03,134.0,38,52
East,Female,Prepaid,Light,Medium,Yearly,33.86,1061.71,508.7,16.45,133.0,29,38
North-East,Male,Prepaid,Heavy,Low,Quarterly,56.11,1544.24,518.95,38.66,118.0,50,45
North-East,Male,Prepaid,Heavy,Medium,Quarterly,39.26,1578.06,472.66,17.68,109.0,18,67
Central,Female,Postpaid,Light,High,Monthly,83.65,1436.57,467.64,29.92,129.0,57,42
East,Other,Postpaid,Heavy,High,Quarterly,25.18,1121.88,579.59,22.91,49.0,18,66
West,Female,Postpaid,Moderate,Low,Yearly,44.58,692.6,494.62,35.07,126.0,24,19
South,Male,Postpaid,Light,Medium,Yearly,49.1,958.66,513.75,24.0,51.0,25,41
West,Female,Prepaid,Light,Medium,Monthly,79.06,913.17,531.3,47.25,118.0,19,24
West,Other,Postpaid,Light,High,Quarterly,54.43,1088.28,360.66,19.58,143.0,42,45
South,Male,Prepaid,Light,Low,Monthly,28.71,1036.03,584.66,25.97,89.0,33,70
Central,Male,Postpaid,Light,Low,Monthly,38.56,832.35,442.75,31.88,85.0,43,52
Central,Other,Prepaid,Heavy,High,Monthly,57.48,1331.21,404.03,37.55,122.0,46,63
South,Other,Postpaid,Moderate,Low,Quarterly,52.76,1380.36,413.79,31.66,109.0,39,45
North-East,Male,Prepaid,Light,High,Yearly,49.5,746.84,611.08,48.46,79.0,7,51
West,Male,Postpaid,Moderate,Low,Quarterly,38.32,857.06,703.41,18.83,97.0,14,24
North,Female,Postpaid,Moderate,Low,Yearly,26.92,1237.84,485.67,34.31,87.0,32,52
East,Female,Prepaid,Light,High,Yearly,47.09,784.96,418.6,24.19,101.0,21,52
East,Other,Prepaid,Moderate,Medium,Quarterly,43.05,1069.95,593.94,37.64,143.0,24,22
East,Female,Prepaid,Light,Medium,Yearly,60.6,1151.01,553.77,21.86,124.0,30,22
North,Male,Postpaid,Light,Medium,Monthly,28.7,1060.95,470.57,25.03,93.0,35,79
West,Female,Prepaid,Heavy,High,Yearly,46.22,726.89,484.14,19.31,80.0,53,77
Central,Other,Postpaid,Moderate,Low,Yearly,82.16,642.66,352.93,21.91,98.0,24,24
North-East,Male,Prepaid,Moderate,Low,Quarterly,54.07,90.86,544.56,24.41,115.0,32,46
South,Male,Prepaid,Moderate,Low,Monthly,69.4,1668.13,553.99,24.21,95.0,59,69
East,Female,Postpaid,Light,Low,Monthly,68.14,640.76,426.96,37.11,77.0,44,31
North-East,Female,Postpaid,Light,Low,Monthly,71.65,720.82,519.8,26.88,65.0,43,66
North,Other,Postpaid,Light,High,Yearly,50.02,1007.69,430.86,23.47,84.0,67,42
North-East,Female,Postpaid,Moderate,High,Quarterly,59.58,1108.16,424.65,13.2,115.0,18,60
South,Other,Prepaid,Light,Medium,Quarterly,47.94,810.19,413.78,30.92,129.0,29,38
West,Male,Prepaid,Moderate,High,Quarterly,14.8,946.96,617.66,32.08,70.0,9,68
North,Other,Postpaid,Light,Low,Monthly,75.29,1304.44,571.7,19.34,88.0,33,30
North-East,Female,Prepaid,Light,High,Quarterly,39.83,1375.99,594.6,25.07,123.0,24,38
North,Female,Prepaid,Moderate,Low,Quarterly,46.32,923.02,519.62,13.2,133.0,12,60
South,Male,Postpaid,Heavy,Low,Quarterly,76.58,665.84,331.16,30.82,113.0,67,65
South,Female,Postpaid,Heavy,High,Yearly,36.77,798.99,496.03,24.6,114.0,30,19
East,Male,Prepaid,Heavy,Low,Yearly,48.97,938.91,590.79,19.21,135.0,12,70
West,Other,Postpaid,Moderate,Medium,Quarterly,66.2,1195.82,528.42,7.35,113.0,38,77
South,Other,Prepaid,Heavy,Low,Yearly,22.0,643.35,533.33,23.24,34.0,70,34
East,Other,Prepaid,Heavy,Low,Quarterly,51.21,825.69,631.26,25.46,136.0,50,35
North-East,Female,Prepaid,Light,Medium,Monthly,74.32,892.41,497.84,39.11,72.0,31,75
East,Female,Postpaid,Heavy,Medium,Monthly,52.1,950.77,398.62,50.55,85.0,13,54
South,Female,Prepaid,Heavy,Medium,Quarterly,48.19,958.27,403.85,41.45,104.0,53,77
North,Female,Postpaid,Moderate,High,Monthly,53.32,1003.94,555.08,8.51,125.0,51,78
North-East,Other,Postpaid,Moderate,Medium,Yearly,42.77,1110.19,447.79,42.65,98.0,45,58
North,Other,Postpaid,Heavy,High,Monthly,83.09,1630.49,272.88,36.1,154.0,30,58
North,Female,Prepaid,Moderate,Medium,Monthly,72.57,1055.31,375.91,30.32,99.0,23,55
East,Other,Prepaid,Moderate,Low,Yearly,32.26,1338.79,329.59,28.37,116.0,32,67
North,Female,Postpaid,Heavy,Medium,Quarterly,61.89,1278.01,427.24,49.57,106.0,29,51
West,Female,Postpaid,Moderate,Low,Monthly,50.48,648.33,379.25,42.76,84.0,34,72
North,Other,Postpaid,Heavy,Low,Yearly,34.77,1122.97,350.46,34.36,106.0,63,76
North-East,Other,Prepaid,Heavy,High,Quarterly,60.5,786.56,494.66,39.81,74.0,24,63
North-East,Male,Prepaid,Moderate,Medium,Quarterly,62.09,1269.44,590.67,25.84,103.0,42,75
North,Male,Prepaid,Light,Medium,Monthly,28.64,1550.48,450.13,16.7,81.0,60,40
East,Other,Prepaid,Heavy,Medium,Yearly,38.41,882.2,648.27,57.7,121.0,23,28
North-East,Male,Postpaid,Heavy,Medium,Monthly,50.85,604.85,373.78,37.19,110.0,53,48
Central,Male,Postpaid,Moderate,High,Quarterly,65.31,1185.58,375.25,40.45,110.0,31,18
West,Other,Prepaid,Heavy,Medium,Yearly,61.23,1313.62,259.65,43.37,110.0,68,52
East,Other,Prepaid,Heavy,High,Monthly,40.47,782.37,470.71,23.03,148.0,28,58
West,Female,Postpaid,Light,Low,Yearly,32.45,651.18,387.68,18.24,109.0,41,34
West,Other,Prepaid,Light,High,Monthly,34.77,1202.51,478.88,48.3,109.0,55,41
North,Female,Postpaid,Heavy,High,Monthly,63.52,1230.86,666.39,24.99,92.0,15,61
West,Other,Prepaid,Moderate,High,Quarterly,82.53,1118.95,495.72,23.99,107.0,7,69
North,Other,Postpaid,Heavy,Low,Monthly,47.81,931.47,511.07,19.78,117.0,34,34
West,Female,Prepaid,Heavy,Low,Yearly,45.97,875.56,573.81,38.38,122.0,5,30
North-East,Other,Postpaid,Light,Medium,Monthly,46.43,1338.42,288.92,15.85,68.0,35,55
Central,Female,Postpaid,Moderate,High,Yearly,66.53,935.48,526.48,32.98,90.0,53,59
West,Male,Postpaid,Light,Low,Yearly,61.56,1154.48,552.96,38.98,202.0,30,43
South,Male,Prepaid,Light,High,Yearly,76.6,1343.83,458.48,41.13,116.0,38,52
North,Male,Prepaid,Heavy,Low,Yearly,28.43,1168.58,404.28,14.44,52.0,50,45
Central,Female,Prepaid,Moderate,Medium,Monthly,72.71,1272.56,432.92,28.43,84.0,9,60
North,Female,Prepaid,Light,Low,Monthly,55.03,1646.72,474.05,34.46,112.0,46,64
Central,Other,Postpaid,Moderate,High,Quarterly,51.16,1039.72,577.38,44.48,145.0,65,64
North,Other,Postpaid,Heavy,High,Monthly,39.3,705.93,591.48,37.85,111.0,20,45
South,Other,Prepaid,Moderate,Medium,Quarterly,46.77,1868.34,387.3,25.88,64.0,36,32
North-East,Female,Prepaid,Light,Medium,Yearly,49.93,827.59,616.56,30.39,99.0,48,55
South,Other,Postpaid,Moderate,Medium,Quarterly,60.25,1196.47,422.97,41.07,100.0,58,40
Central,Other,Postpaid,Heavy,High,Monthly,49.7,1080.74,511.56,23.65,121.0,69,26
East,Other,Prepaid,Heavy,Low,Yearly,57.46,671.47,542.06,13.49,59.0,46,24
North,Female,Postpaid,Moderate,High,Quarterly,77.91,1015.07,657.43,18.36,105.0,52,48
East,Other,Postpaid,Light,Low,Quarterly,67.12,508.92,632.53,16.68,96.0,13,34
West,Male,Postpaid,Heavy,Medium,Yearly,42.86,1172.63,385.02,25.3,150.0,41,44
South,Female,Prepaid,Heavy,Low,Quarterly,57.65,1246.47,366.65,34.3,30.0,70,68
North,Male,Prepaid,Heavy,High,Quarterly,36.46,1264.93,436.12,17.41,76.0,13,27
South,Other,Postpaid,Heavy,High,Monthly,31.76,997.32,410.1,18.84,81.0,30,55
West,Male,Prepaid,Light,High,Quarterly,57.7,1472.47,286.77,13.36,70.0,54,72
North-East,Other,Prepaid,Heavy,High,Monthly,63.45,1330.88,495.17,8.03,88.0,45,60
Central,Male,Postpaid,Moderate,High,Yearly,53.53,758.16,642.84,33.9,68.0,39,78
North,Male,Prepaid,Moderate,Low,Quarterly,64.02,731.98,499.87,23.21,90.0,66,30
North,Male,Prepaid,Heavy,Medium,Yearly,41.87,971.92,340.72,35.73,134.0,27,44
North,Male,Prepaid,Heavy,High,Quarterly,61.2,1291.85,505.94,42.89,50.0,28,21
Central,Female,Postpaid,Moderate,Low,Monthly,62.84,1104.4,486.65,36.44,121.0,30,25
South,Female,Prepaid,Moderate,High,Monthly,19.89,889.83,765.36,34.4,116.0,54,36
Central,Other,Postpaid,Heavy,Low,Yearly,46.4,805.7,574.99,23.94,86.0,12,31
North-East,Other,Postpaid,Heavy,High,Monthly,47.99,996.3,523.04,22.97,50.0,45,48
South,Other,Postpaid,Moderate,High,Monthly,41.56,1168.44,457.22,48.05,57.0,15,29
North-East,Male,Prepaid,Heavy,Medium,Quarterly,58.58,830.43,644.87,21.34,114.0,18,24
North,Female,Postpaid,Moderate,High,Yearly,51.88,927.51,422.84,31.21,115.0,30,19
Central,Female,Prepaid,Moderate,High,Quarterly,76.31,984.47,611.52,33.25,147.0,5,49
North-East,Other,Prepaid,Moderate,Medium,Quarterly,52.07,1150.86,524.01,25.96,101.0,2,47
West,Other,Prepaid,Heavy,High,Yearly,62.45,811.7,665.74,28.86,164.0,69,57
Central,Female,Prepaid,Moderate,High,Monthly,31.05,1272.84,411.24,40.54,90.0,31,21
South,Other,Postpaid,Light,Low,Quarterly,69.91,986.3,293.06,32.92,99.0,66,71
North,Other,Prepaid,Heavy,Medium,Yearly,46.67,699.13,450.41,23.8,115.0,66,62
South,Other,Postpaid,Moderate,Low,Monthly,45.22,1149.46,587.39,20.39,138.0,52,78
East,Other,Postpaid,Heavy,High,Yearly,61.5,794.04,556.94,44.05,86.0,51,30
North,Female,Prepaid,Light,Low,Quarterly,56.46,1129.73,594.09,26.28,53.0,56,35
West,Female,Postpaid,Moderate,Low,Monthly,30.78,831.62,547.79,25.85,82.0,71,25
West,Female,Postpaid,Moderate,Low,Quarterly,44.57,468.7,539.9,23.1,102.0,13,35
East,Male,Postpaid,Heavy,High,Quarterly,71.41,958.36,571.88,50.34,36.0,38,37
South,Female,Prepaid,Light,Low,Monthly,48.34,1136.18,596.06,46.36,86.0,52,32
West,Other,Prepaid,Moderate,High,Quarterly,68.02,795.78,328.42,14.09,75.0,35,74
South,Female,Prepaid,Heavy,Medium,Yearly,30.08,976.4,437.47,27.6,81.0,71,61
North,Other,Prepaid,Heavy,High,Monthly,57.03,868.78,412.07,27.55,123.0,13,34
Central,Female,Postpaid,Moderate,High,Quarterly,31.81,1418.08,470.3,17.56,151.0,39,62
North,Female,Prepaid,Heavy,High,Quarterly,39.75,1409.22,521.55,35.16,84.0,25,49
South,Other,Postpaid,Moderate,High,Quarterly,56.61,1230.27,461.29,51.24,122.0,9,21
North-East,Male,Prepaid,Moderate,Medium,Yearly,44.83,1787.49,623.31,39.01,127.0,69,77
East,Male,Prepaid,Heavy,Low,Quarterly,75.72,550.33,348.81,28.41,121.0,34,33
North-East,Male,Prepaid,Light,Low,Quarterly,32.02,1038.56,326.99,24.4,86.0,66,68
North,Male,Postpaid,Moderate,Low,Yearly,25.18,808.54,563.26,27.96,122.0,35,39
West,Female,Prepaid,Moderate,High,Monthly,53.77,1412.35,448.21,22.9,114.0,28,36
North,Female,Prepaid,Moderate,Medium,Yearly,62.18,990.16,691.11,35.24,68.0,11,59
North,Other,Prepaid,Light,High,Quarterly,65.09,666.62,399.92,40.47,121.0,59,62
North,Female,Postpaid,Light,Medium,Quarterly,45.62,1218.71,541.01,38.1,78.0,9,70
East,Female,Postpaid,Heavy,Low,Yearly,57.3,1208.1,550.67,24.47,92.0,60,74
South,Male,Postpaid,Heavy,Low,Yearly,57.85,1202.46,604.66,36.28,61.0,9,25
East,Female,Prepaid,Heavy,Medium,Quarterly,58.24,835.73,374.55,36.09,93.0,32,22
West,Female,Postpaid,Heavy,Medium,Yearly,63.49,820.74,571.19,30.17,134.0,63,22
South,Male,Postpaid,Heavy,Medium,Monthly,34.05,397.77,534.92,-5.37,123.0,16,59
West,Female,Prepaid,Light,Low,Yearly,48.9,1003.46,451.4,25.65,117.0,50,27
South,Female,Prepaid,Moderate,Low,Quarterly,46.26,920.51,418.04,29.93,118.0,35,69
South,Male,Prepaid,Heavy,Medium,Quarterly,55.85,1002.62,527.19,18.57,167.0,57,75
North-East,Other,Postpaid,Moderate,High,Monthly,39.08,761.72,681.83,37.26,92.0,14,49
North,Other,Prepaid,Heavy,Medium,Quarterly,26.91,1022.2,588.79,16.28,54.0,39,29
North,Female,Prepaid,Light,High,Quarterly,51.19,1356.39,552.72,27.47,93.0,41,72
East,Female,Prepaid,Heavy,Medium,Quarterly,43.42,414.85,661.65,44.79,103.0,11,64
South,Male,Postpaid,Heavy,High,Yearly,55.78,626.29,664.02,22.95,101.0,45,65
West,Female,Postpaid,Light,High,Monthly,52.77,1286.41,319.93,29.54,89.0,55,29
North,Other,Prepaid,Moderate,High,Yearly,50.83,1447.84,594.18,32.57,116.0,64,18
North-East,Female,Prepaid,Heavy,High,Yearly,31.63,1867.87,466.87,23.31,107.0,28,40
West,Male,Postpaid,Light,High,Yearly,50.47,882.94,581.84,36.7,58.0,68,44
North-East,Other,Prepaid,Heavy,Medium,Monthly,41.06,933.53,561.12,18.74,168.0,19,72
North,Other,Postpaid,Light,Low,Yearly,56.24,1152.64,394.23,30.08,212.0,61,58
South,Female,Postpaid,Moderate,High,Quarterly,47.53,1138.38,459.86,30.66,98.0,4,32
West,Male,Postpaid,Light,Low,Quarterly,57.69,793.3,583.06,26.98,35.0,16,50
East,Female,Prepaid,Heavy,High,Yearly,39.49,531.45,678.52,26.41,99.0,42,60
East,Male,Postpaid,Moderate,Medium,Yearly,53.09,844.16,489.7,44.24,95.0,22,67
East,Other,Postpaid,Moderate,Low,Quarterly,37.74,562.8,615.81,34.3,48.0,47,75
North,Other,Postpaid,Light,Medium,Monthly,70.77,1019.18,449.23,47.43,134.0,25,42
North,Female,Postpaid,Heavy,High,Monthly,61.92,799.99,261.68,45.12,68.0,45,65
East,Other,Prepaid,Heavy,Medium,Monthly,21.9,1023.95,463.56,31.33,166.0,2,29
West,Other,Postpaid,Moderate,Low,Monthly,47.59,1306.22,544.33,32.9,64.0,6,60
North,Female,Prepaid,Moderate,Low,Yearly,56.15,763.45,493.6,18.33,84.0,9,53
East,Male,Prepaid,Moderate,Medium,Monthly,58.36,1112.12,509.33,32.78,104.0,58,62
North,Other,Prepaid,Light,Low,Monthly,52.65,860.71,497.97,23.11,84.0,69,68
Central,Male,Postpaid,Moderate,Low,Monthly,44.02,985.8,337.39,53.82,61.0,8,24
West,Other,Postpaid,Moderate,Medium,Monthly,55.85,977.29,441.2,46.73,107.0,4,75
South,Other,Prepaid,Light,High,Yearly,34.46,961.49,609.45,21.94,84.0,30,19
West,Other,Prepaid,Moderate,Low,Quarterly,35.42,1047.9,548.01,30.95,83.0,71,70
South,Female,Prepaid,Light,High,Yearly,94.75,519.96,201.5,20.64,96.0,4,70
East,Other,Prepaid,Moderate,High,Monthly,55.38,791.5,584.54,29.77,74.0,19,60
North,Male,Prepaid,Moderate,Low,Monthly,39.77,1155.59,674.09,21.46,134.0,7,60
East,Other,Prepaid,Light,Low,Monthly,31.62,1146.96,495.45,9.78,136.0,34,57
North-East,Female,Prepaid,Moderate,Medium,Quarterly,59.67,1218.17,515.52,12.64,96.0,2,34
South,Other,Postpaid,Light,High,Monthly,64.56,544.5,524.43,29.21,91.0,25,49
Central,Male,Postpaid,Moderate,High,Quarterly,59.33,1368.84,557.1,16.55,98.0,44,56
South,Female,Prepaid,Light,High,Monthly,33.56,778.63,647.08,16.41,62.0,60,40
North,Female,Postpaid,Moderate,Low,Quarterly,47.63,737.59,487.99,16.67,-0.0,43,23
Central,Female,Prepaid,Heavy,Low,Yearly,95.66,1425.92,568.46,43.04,82.0,46,50
North,Male,Prepaid,Heavy,Medium,Quarterly,52.89,792.05,569.33,42.31,53.0,69,48
Central,Male,Prepaid,Heavy,Low,Monthly,44.26,1494.86,525.31,36.99,134.0,62,37
North,Other,Postpaid,Moderate,Medium,Monthly,31.73,986.47,399.81,23.44,122.0,1,29
South,Male,Prepaid,Heavy,High,Yearly,54.55,1277.69,564.52,17.56,80.0,71,72
South,Other,Prepaid,Moderate,Low,Yearly,46.16,1417.3,556.99,29.74,75.0,20,75
South,Female,Postpaid,Heavy,High,Quarterly,36.93,1487.55,531.58,40.33,83.0,30,77
South,Male,Prepaid,Light,Low,Monthly,30.06,1158.04,404.22,17.71,78.0,42,19
Central,Other,Prepaid,Light,Medium,Monthly,48.5,608.54,571.64,35.56,127.0,48,43
West,Female,Prepaid,Heavy,Medium,Quarterly,48.3,751.22,377.42,43.11,90.0,43,20
West,Other,Postpaid,Light,Medium,Quarterly,43.67,1030.63,450.65,41.51,119.0,16,57
East,Male,Postpaid,Heavy,Medium,Quarterly,37.02,924.68,639.24,5.85,86.0,29,32
West,Other,Postpaid,Light,Medium,Monthly,67.31,1067.82,497.38,34.88,120.0,40,23
East,Other,Postpaid,Moderate,Medium,Quarterly,42.66,859.95,577.69,33.03,128.0,61,37
South,Female,Postpaid,Heavy,Low,Yearly,74.32,892.42,549.79,17.98,60.0,43,79
North,Female,Postpaid,Moderate,High,Quarterly,33.84,582.87,477.57,21.4,138.0,21,70
West,Other,Prepaid,Light,High,Monthly,48.78,1468.29,514.84,26.66,53.0,35,33
West,Male,Prepaid,Heavy,Medium,Quarterly,33.58,1036.33,491.17,8.96,79.0,32,72
South,Female,Postpaid,Moderate,Low,Yearly,60.84,645.05,539.63,19.55,103.0,1,75
South,Male,Postpaid,Heavy,Low,Yearly,37.27,958.89,439.41,17.64,94.0,61,71
West,Other,Prepaid,Light,Medium,Quarterly,71.67,471.37,414.24,10.18,81.0,59,35
South,Other,Postpaid,Heavy,Low,Yearly,39.31,826.89,489.9,28.47,114.0,58,18
West,Other,Postpaid,Moderate,Medium,Yearly,75.75,937.66,491.98,39.96,73.0,60,57
North,Male,Postpaid,Moderate,High,Yearly,43.0,1093.12,445.58,32.32,166.0,34,28
North-East,Male,Postpaid,Light,Medium,Monthly,66.53,1064.94,458.25,20.64,84.0,54,20
North,Male,Prepaid,Moderate,Medium,Monthly,31.32,868.79,319.77,30.93,113.0,44,46
East,Male,Postpaid,Heavy,Medium,Quarterly,33.81,1108.94,498.54,28.38,111.0,29,72
West,Female,Postpaid,Heavy,High,Quarterly,32.93,811.56,656.19,32.85,101.0,1,24
North-East,Male,Postpaid,Light,Medium,Yearly,42.4,1033.77,592.4,33.05,111.0,37,19
North,Male,Prepaid,Moderate,Medium,Monthly,48.69,988.2,437.86,22.2,98.0,21,27
North-East,Other,Postpaid,Heavy,High,Monthly,60.68,790.12,439.29,19.17,124.0,9,44
North,Other,Postpaid,Moderate,High,Quarterly,57.69,1390.25,584.47,26.38,108.0,67,37
Central,Female,Prepaid,Heavy,High,Yearly,59.69,1363.73,623.13,30.76,108.0,5,33
North-East,Female,Postpaid,Moderate,High,Yearly,70.41,1131.54,411.87,41.84,97.0,35,20
